Category,Pool ID,Base Asset,Pair Asset,Liquidity,Fees Collected,Capped Fees,Fee share,External $ Per Day,Adjusted Revenue,Adjusted Revenue Share,Match Capped Share,Fee APR,Current Share,Current Osmo APR,External APR,Is Matched,Target Share,Imbalance,Maturity,Adjusted Share,New Osmo APR,Current Total APR,New Total APR,Effective APR Change
OSMO_MINOR,625,OSMO,GRAV,255119,70.93340379063957,70.93340379063957,0.01587958990621588,0,70.93340379063957,0.01587958990621588,0.01587958990621588,0.10148476743630794,0.0002889402513780187,0.07042202879030444,0.0,False,0.0015784312366778584,5.4628291806004095,4,0.00036964766901391433,0.09009246259535562,0.17190679622661237,0.19157723003166355,0.11442499212841506
OSMO_MINOR,7,OSMO,IRIS,222775,26.8063476979494,26.8063476979494,0.006001034570161749,0,26.8063476979494,0.006001034570161749,0.006001034570161749,0.04392017465941659,0.000561570488566325,0.15674045915452559,0.0,False,0.0005965028362740779,1.062204742626227,4,0.0006104954417041137,0.17039594813598571,0.20066063381394217,0.2143161227954023,0.06805265548060535
OSMO_MINOR,619,OSMO,DSM,197565,8.083373474026429,8.083373474026429,0.0018095939143873685,0,8.083373474026429,0.0018095939143873685,0.0018095939143873685,0.014933977769441178,0.0001569301365292188,0.04939006911736256,0.0,False,0.00017987363509010444,1.1462019919712094,4,0.00018409306314647937,0.057938961336076455,0.06432404688680374,0.07287293910551763,0.13290351948405976
OSMO_MINOR,573,OSMO,BTSG,167163,15.115981475046802,15.115981475046802,0.0033839569797350496,0,15.115981475046802,0.0033839569797350496,0.0033839569797350496,0.03300570843064603,0.00017687015387703387,0.06578966684640877,0.0,False,0.00033636532378566395,1.9017641835689052,4,0.0002262739088339829,0.08416617926714753,0.0987953752770548,0.11717188769779356,0.1860057960122623
OSMO_MINOR,602,OSMO,CHEQ,156056,14.2380127756514,14.2380127756514,0.003187409483747941,72.51956342580645,14.2380127756514,0.003187409483747941,0.003187409483747941,0.03330134479361743,0.0005252604569765976,0.20928472238861098,0.1696162957554939,False,0.00031682850268454537,0.6031836177202681,4,0.0004031864081669175,0.16064555095156158,0.4122023629377223,0.3635631915006729,-0.11799828387785838
OSMO_MINOR,553,OSMO,LIKE,147436,3.0286899856555713,3.0286899856555713,0.0006780212474678946,0,3.0286899856555713,0.0006780212474678946,0.0006780212474678946,0.0074979777311123715,4.147003607893139e-05,0.017489369915810835,0.0,False,6.739531199830873e-05,1.6251568209401324,4,5.3053536492029575e-05,0.02237453864966553,0.024987347646923206,0.0298725163807779,0.1955056936367645
OSMO_MINOR,651,OSMO,SWTH,108181,4.368425227682143,4.368425227682143,0.0009779426538771866,0,4.368425227682143,0.0009779426538771866,0.0009779426538771866,0.014738957932575795,0.0001359301182592029,0.07812823140099995,0.0,False,9.720749979539236e-05,0.7151284869040502,4,0.00010433904820875206,0.05997070705896753,0.09286718933357574,0.07470966499154333,-0.19552141582331317
OSMO_MINOR,626,OSMO,BAND,94955,10.649586643885602,10.649586643885602,0.002384082245295175,0,10.649586643885602,0.002384082245295175,0.002384082245295175,0.040936223737752034,0.0001502001306741137,0.09835484595852169,0.0,False,0.00023697777518234041,1.577746797680932,4,0.00019215435691108856,0.12582753483253872,0.13929106969627372,0.16676375857029074,0.19723223415486468
OSMO_MINOR,637,OSMO,DARC,82640,27.126335267193568,27.126335267193568,0.006072668963876757,0,27.126335267193568,0.006072668963876757,0.006072668963876757,0.11981016907702871,0.00023124020117897502,0.17398680785989262,0.0,False,0.0006036232950093497,2.610373507425545,4,0.0002958307156599209,0.2225851803542585,0.2937969769369213,0.34239534943128724,0.1654148146827259
OSMO_MINOR,681,OSMO,FET,77644,12.516123149501015,12.516123149501015,0.0028019366364595427,0,12.516123149501015,0.0028019366364595427,0.0028019366364595427,0.05883757855813547,0.0001505001309351139,0.12052364761206456,0.0,False,0.00027851250166407857,1.8505797964000141,4,0.00019253815389559805,0.1541885742411428,0.17936122617020003,0.21302615279927828,0.18769344605802818
OSMO_MINOR,644,OSMO,DEC,72163,6.373701611693715,6.373701611693715,0.0014268562111725335,0,6.373701611693715,0.0014268562111725335,0.0014268562111725335,0.03223814265299677,5.991005212174534e-05,0.051621237071399435,0.0,False,0.00014182950739054985,2.3673741278397333,4,7.664425780654669e-05,0.06604019296049214,0.08385937972439621,0.09827833561348892,0.17194207656293914
OSMO_MINOR,197,OSMO,IOV,43854,1.6754504688363,1.6754504688363,0.0003750766906917902,0,1.6754504688363,0.0003750766906917902,0.0003750766906917902,0.01394489490411934,5.710004967704322e-05,0.08096001201743785,0.0,False,3.7282623054763944e-05,0.6529350371082642,4,4.382961563098464e-05,0.062144362890647946,0.09490490692155719,0.07608925779476729,-0.19825791665695236
OSMO_MINOR,613,OSMO,VDL,41445,2.0339168616294,2.0339168616294,0.00045532519151822426,0,2.0339168616294,0.00045532519151822426,0.00045532519151822426,0.01791240570623069,1.5940013867812063e-05,0.023914419380181122,0.0,False,4.5259324036911495e-05,2.8393528645733745,4,2.0392413110271313e-05,0.030594246864345427,0.04182682508641181,0.04850665257057612,0.1597019967536184
OSMO_MINOR,621,OSMO,DIG,33885,0.9174436163658001,0.9174436163658001,0.00020538459472442574,0,0.9174436163658001,0.00020538459472442574,0.00020538459472442574,0.009882453002022047,3.8860033808229413e-05,0.07130811796576515,0.0,False,2.041522871560792e-05,0.5253528294997153,4,2.9828701636078166e-05,0.05473563367257368,0.0811905709677872,0.06461808667459573,-0.20411833659559675
OSMO_MINOR,557,OSMO,IXO,12747,0.6327128844177714,0.6327128844177714,0.00014164301437708557,0,0.6327128844177714,0.00014164301437708557,0.00014164301437708557,0.018117219958616662,2.171001888771643e-05,0.10589988917806716,0.0,False,1.4079315629082307e-05,0.6485169682209908,4,1.666446506740239e-05,0.08128804553220317,0.12401710913668382,0.09940526549081984,-0.19845522780843383
OSMO_MINOR,730,OSMO,,3445,1.9080465857331714,1.9080465857331714,0.00042714709409442464,0,1.9080465857331714,0.00042714709409442464,0.00042714709409442464,0.20215878194270176,0.0,0.0,0.0,False,4.245842115298581e-05,0,0,4.2455882266042605e-05,0.7662878404771121,0.20215878194270176,0.9684466224198138,3.7905246218504747
OTHERS,498,ATOM,JUNO,3283296,1165.4978600852944,1165.4978600852944,0.47158448955638366,0,1165.4978600852944,0.49334693835640814,0.49334693835640814,0.1295669714004258,0.006409225576026251,0.12137767370184045,0.0,False,0.007005526524660996,1.0930379094262515,4,0.007169860309059283,0.1357825457627816,0.2509446451022663,0.2653495171632074,0.05740258794950903
OTHERS,611,ATOM,STARS,1452426,129.05755264178194,129.05755264178194,0.05221934949028292,0,129.05755264178194,0.05462914231600093,0.05462914231600093,0.03243263802372748,0.0014870312937172254,0.06366040300135663,0.0,True,0.0007757338208872133,0.5216661035747693,4,0.0011414352597503166,0.04886529889631307,0.0960930410250841,0.08129793692004054,-0.15396644696863582
OTHERS,585,ATOM,SCRT,1324399,395.1379742133405,395.1379742133405,0.1598809798416144,0,395.1379742133405,0.167259088568587,0.167259088568587,0.10889872356281549,0.004355163788992497,0.20446969001616985,0.0,False,0.0023750790576739355,0.5453478153168093,4,0.0033429945501127684,0.1569495643573557,0.31336841357898537,0.2658482879201712,-0.1516429978251035
OTHERS,10,ATOM,CRO,1063583,217.7140732130879,217.7140732130879,0.08809160754522662,0,217.7140732130879,0.09215681567096085,0.09215681567096085,0.07471503091228149,0.001491611297701829,0.08720222518308153,0.0,False,0.001308626782527644,0.8773242630596089,4,0.0013393242027401994,0.07829925323068221,0.161917256095363,0.1530142841429637,-0.054984701242440814
OTHERS,4,ATOM,AKT,963762,178.34765796226603,178.34765796226603,0.07216314342915792,0,178.34765796226603,0.07549329263657392,0.07549329263657392,0.06754457548256426,0.0016110014015712193,0.10393681631199192,0.0,False,0.0010720047554393496,0.6654275746711437,4,0.0012365938840896017,0.07978120395041231,0.17148139179455618,0.1473257794329766,-0.14086433582554136
OTHERS,719,USDC,XPRT,862697,109.02027991934884,109.02027991934884,0.044111855386244715,0,0.0,0.0,0.0,0.046125583108046424,0.00020030017426115161,0.014436646737318077,0.0,True,0.0,0.0,4,0.00015374907199450482,0.011081473327532933,0.0605622298453645,0.057207056435579356,-0.055400427268811225
OTHERS,13,ATOM,XPRT,769704,149.03650698449408,149.03650698449408,0.06030324677422018,0,149.03650698449408,0.06308609131101511,0.06308609131101511,0.07067434370789334,0.0019206016709234538,0.15515181092028293,0.0,False,0.0008958224966164147,0.46642805230180284,4,0.0014742409768978828,0.11909349073335761,0.2258261546281763,0.18976783444125095,-0.15967291408869588
OTHERS,600,ATOM,CMDX,635756,55.65365422215964,55.65365422215964,0.022518617165357916,0,55.65365422215964,0.0235577952213823,0.0235577952213823,0.031951855414794776,0.0015488613475093723,0.15148351172857197,0.0,True,0.00033452069214362864,0.21597846229525358,4,0.0011888955948547613,0.11627772884695797,0.18343536714336675,0.14822958426175276,-0.19192472765679025
OTHERS,6,ATOM,DVPN,458760,48.516632011157576,48.516632011157576,0.01963083067377082,0,48.516632011157576,0.02053674458082439,0.02053674458082439,0.038600947519558185,0.0008406707313835363,0.11394195675942193,0.0,False,0.00029162177304770635,0.3468917879034149,4,0.000645293221935199,0.08746108273554727,0.1525429042789801,0.12606203025510546,-0.17359623608217623
OTHERS,461,EEUR,NGM,414407,22.881468759854613,22.881468759854613,0.009258314523740692,0,22.881468759854613,0.009685562663277605,0.009685562663277605,0.020153462893597197,0.0002798402434610118,0.04198811493989148,0.0,False,0.00013753498981854196,0.49147680875893657,4,0.00021480349629027573,0.032229795758390384,0.06214157783348867,0.05238325865198758,-0.15703365639747635
OTHERS,549,EEUR,JUNO,4881,0.5871317248099429,0.5871317248099429,0.000237565614000006,0,0.5871317248099429,0.00024852867496960004,0.00024852867496960004,0.04390556843999778,4.570003975903459e-06,0.0582171660197396,0.0,False,3.5291071845683206e-06,0.7722328477560328,4,3.611892045512853e-06,0.04601180217079108,0.10212273445973738,0.08991737061078886,-0.11951661805296221
